canonical_name,developer,operator,status_current,status_current_date,state,city,lat,long,capacity_mw,capacity_mw_source_confidence,source_url
QTS Berwick,QTS,QTS,announced,,PA,Berwick,41.05453,-76.23327,,,https://www.datacentermap.com/c/qts/
QTS Blakely,QTS,QTS,announced,,GA,Blakely,31.37768,-84.93409,,,https://q.com/us-locations/
QTS Cedar Rapids,QTS,QTS,under_construction,Aug-25,IA,Cedar Rapids,42.00833,-91.64407,,,https://www.datacenterdynamics.com/en/news/qts-breaks-ground-on-data-center-campus-in-iowa/
QTS Chicago,QTS,QTS,operational,,IL,Chicago,41.85003,-87.65005,95,high,https://q.com/data-centers/chicago/
QTS Colorado Springs,QTS,QTS,operational,,CO,Colorado Springs,38.83388,-104.82136,14,high,https://www.datacenters.com/qts-colorado-springs
QTS Denver,QTS,QTS,under_construction,,CO,Aurora,39.72943,-104.83192,177,medium,https://www.ocolo.io/colocation/qts-data-centers/aurora-denver-campus/
QTS Eagle Mountain,QTS,QTS,under_construction,,UT,Eagle Mountain,40.31412,-112.00688,,,https://www.datacentermap.com/usa/utah/salt-lake-city/qts-eagle-mountain-ii/
QTS East Windsor,QTS,QTS,operational,,NJ,East Windsor,40.268,-74.54043,70,medium,https://q.com/data-centers/east-windsor/
QTS Fayetteville,QTS,QTS,announced,,GA,Fayetteville,33.44873,-84.45493,,,https://q.com/us-locations/
QTS Fort Worth,QTS,QTS,operational,,TX,Fort Worth,32.72541,-97.32085,70,high,https://q.com/data-centers/fort-worth/
QTS Hillsboro,QTS,QTS,operational,,OR,Hillsboro,45.52289,-122.98983,200,medium,https://q.com/us-locations/
QTS Irving,QTS,QTS,operational,,TX,Irving,32.81402,-96.94889,165,medium,https://www.datacenterdynamics.com/en/news/qts-expanding-irvine-campus-in-texas/
QTS Jersey City,QTS,QTS,operational,,NJ,Jersey City,40.72816,-74.07764,3,high,https://www.datacenters.com/qts-jersey-city
QTS Madison,QTS,QTS,announced,,WI,Madison,43.07305,-89.40123,,,https://www.datacentermap.com/c/qts/
QTS Manassas,QTS,QTS,operational,,VA,Manassas,38.75095,-77.47527,190,medium,https://q.com/data-centers/manassas/
QTS Miami,QTS,QTS,operational,,FL,Miami,25.77427,-80.19366,,,https://cloudandcolocation.com/datacenters/qts-quality-technology-services-miami-data-center/
QTS New Albany,QTS,QTS,under_construction,,OH,New Albany,40.08117,-82.80879,222,medium,https://q.com/data-centers/new-albany-1/
QTS New Century,QTS,QTS,announced,Mar-25,KS,New Century,38.82253,-94.89971,,,https://www.constructionowners.com/news/qts-leases-kansas-city-building-for-new-data-center-development
QTS Overland Park,QTS,QTS,operational,,KS,Overland Park,38.98223,-94.67079,,,https://cloudandcolocation.com/datacenters/qts-quality-technology-services-overland-park-data-center/
QTS Piscataway,QTS,QTS,operational,,NJ,Piscataway,40.49927,-74.39904,26,high,https://baxtel.com/data-center/qts-piscataway
QTS Richmond,QTS,QTS,operational,,VA,Sandston,37.52348,-77.31581,238,high,https://q.com/data-centers/richmond-1/
QTS Sacramento,QTS,QTS,operational,,CA,Sacramento,38.44932,-121.34424,9,high,https://www.datacentermap.com/usa/california/sacramento/herakles-data/
QTS Santa Clara,QTS,QTS,operational,,CA,Santa Clara,37.23249,-121.69627,11,medium,https://www.ocolo.io/colocation/qts-data-centers/santa-clara-i-ii/
QTS South Dallas DC2,QTS,QTS,under_construction,May-25,TX,Wilmer,32.58902,-96.68527,,,https://www.costar.com/article/246760825/blackstones-qts-primes-780-million-in-texas-data-center-projects
QTS South Dallas DC3,QTS,QTS,under_construction,Nov-25,TX,Wilmer,32.58902,-96.68527,,,https://www.costar.com/article/246760825/blackstones-qts-primes-780-million-in-texas-data-center-projects
QTS York County,QTS,QTS,under_construction,,SC,Rock Hill,34.92487,-81.02508,,,https://q.com/us-locations/
Quantica Infrastructure - Big Sky Campus,Quantica Infrastructure (Big Sky Digital Infrastructure),undisclosed,announced,2025-08-04,MT,Broadview,46.09773,-108.8771,1000,high,https://northwesternenergy.com/about-us/our-company/2025/07/30/northwestern-energy-signs-letter-of-intent-to-serve-quantica-infrastructure-s-montana-data-center-development
Quantica Infrastructure - Big Sky Campus Phase 1,Quantica Infrastructure (Big Sky Digital Infrastructure),undisclosed,announced,2025-08-04,MT,Broadview,46.09773,-108.8771,500,high,https://bigskydigitalinfra.com/
Rackspace Chicago,Rackspace,Rackspace,operational,,IL,Elk Grove Village,42.00392,-87.97035,,none,https://docs.rackspace.com/docs/about-regions
Rackspace Dallas-Grapevine,Rackspace,Rackspace,operational,,TX,Grapevine,32.93429,-97.07807,,none,https://docs.rackspace.com/docs/about-regions
Rackspace Northern Virginia IAD1,Rackspace,Rackspace,operational,,VA,Herndon,38.96955,-77.3861,,none,https://docs.rackspace.com/docs/about-regions
Rackspace Northern Virginia IAD2,Rackspace,Rackspace,operational,,VA,Ashburn,39.04372,-77.48749,,none,https://docs.rackspace.com/docs/about-regions
Rackspace San Antonio,Rackspace,Rackspace,operational,,TX,Windcrest,29.51551,-98.38029,,none,https://docs.rackspace.com/docs/about-regions
Raeden,Raeden,Raeden,operational,2025-01-01,AZ,Phoenix,33.44838,-112.07404,2,low,https://raeden.com/data-centers/
Raeden Detroit,Raeden,Raeden,operational,2025-01-01,MI,Detroit,42.33143,-83.04575,,none,https://raeden.com/data-centers/
Raeden Greensboro,Raeden,Raeden,under_construction,2027-01-01,NC,Greensboro,36.07264,-79.79198,20,low,https://raeden.com/data-centers/
Raeden Indianapolis,Raeden,Raeden,operational,2025-01-01,IN,Indianapolis,39.76838,-86.15804,,none,https://raeden.com/data-centers/
Raeden Miami,Raeden,Raeden,operational,2025-01-01,FL,Miami,25.77427,-80.19366,,none,https://raeden.com/data-centers/
Raeden Phoenix,Raeden,Raeden,operational,2025-01-01,AZ,Phoenix,33.44838,-112.07404,2,low,https://raeden.com/data-centers/
Raeden Phoenix AZ,Raeden,Raeden,operational,2025-01-01,AZ,Phoenix,33.44838,-112.07404,2,low,https://raeden.com/data-centers/
Related Digital Fairfax County,Related Digital,,announced,announced,VA,Fairfax County,38.83469,-77.27622,VA,low,||https://www.sedc.org/news/penzance-announces-4-billion-data-center-campus-in-west-virginia
Related Digital Saline Township,Related Digital,Oracle (tenant),under_construction,2026-02-01,MI,Saline Township,42.12381,-83.83478,1000,medium,https://www.related.com/press-releases/2025-10-30/openai-oracle-and-related-digital-announce-stargate-data-center-site
Rowan Digital Infrastructure Bauxite,Rowan Digital Infrastructure,Rowan Digital Infrastructure,announced,2024-09-01,AR,Bauxite,34.55565,-92.52127,,none,https://www.rowandigital.com/
Rowan Digital Infrastructure Frederick,Rowan Digital Infrastructure,Rowan Digital Infrastructure,announced,2024-09-01,MD,Frederick,39.36622,-75.88383,,none,https://www.rowandigital.com/
Rowan Digital Infrastructure San Antonio,Rowan Digital Infrastructure,Rowan Digital Infrastructure,announced,2024-09-01,TX,San Antonio,29.42412,-98.49363,,none,https://www.rowandigital.com/
Rowan Digital Infrastructure Temple,Rowan Digital Infrastructure,Rowan Digital Infrastructure,under_construction,2024-09-01,TX,Temple,31.09823,-97.34278,,none,https://www.rowandigital.com/
Sabey Ashburn,Sabey Data Centers (JV: Sabey Corp + National Real Estate Advisors),Sabey Data Centers,operational,2025-07-10,VA,Ashburn,39.04372,-77.48749,85,high,https://sabeydatacenters.com/news/sabey-breaks-ground-on-final-phase-of-ashburn-campus-expansion
Sabey Austin,Sabey Data Centers (JV: Sabey Corp + National Real Estate Advisors),Sabey Data Centers,operational,2024-10-01,TX,Austin,29.88702,-96.27791,84,medium,https://baxtel.com/data-center/sabey-austin
Sabey Columbia (East Wenatchee),Sabey Data Centers (JV: Sabey Corp + National Real Estate Advisors),Sabey Data Centers,operational,,WA,East Wenatchee,47.41568,-120.29313,22,low,https://sabeydatacenters.com/locations/east-wenatchee-data-center
Sabey Manhattan,Sabey Data Centers (JV: Sabey Corp + National Real Estate Advisors),Sabey Data Centers,operational,2011-06-07,NY,New York,40.77427,-73.96981,40,high,https://sabeydatacenters.com/news/sabey-data-centers-manhattan-facility-emerges-as-a-hub-for-ai-inference-models
Sabey Quincy,Sabey Data Centers (JV: Sabey Corp + National Real Estate Advisors),Sabey Data Centers,operational,,WA,Quincy,47.2343,-119.85255,50,medium,https://sabeydatacenters.com/locations/quincy-data-center
Sabey San Marcos,Sabey Data Centers (JV: Sabey Corp + National Real Estate Advisors),Sabey Data Centers,announced,2025-06-10,TX,San Marcos,29.88327,-97.94139,,,https://www.datacenterdynamics.com/en/news/sabey-looks-to-develop-data-center-campus-outside-austin-texas/
Sabey Seattle,Sabey Data Centers (JV: Sabey Corp + National Real Estate Advisors),Sabey Data Centers,operational,,WA,Seattle,47.60621,-122.33207,15,low,https://sabeydatacenters.com/locations/seattle-data-center
Sabey Umatilla,Sabey Data Centers (JV: Sabey Corp + National Real Estate Advisors),Sabey Data Centers,under_construction,2023-09-18,OR,Umatilla,45.5919,-118.73683,120,low,https://irei.com/news/sabey-data-centers-to-build-new-data-center-campus-in-umatilla-ore-2/
Sailfish Comanche Circle,Sailfish Digital Ventures,Sailfish Digital Ventures,announced,2025-01-22,TX,Tolar,32.38903,-97.92059,5000,low,https://www.datacenterdynamics.com/en/news/sailfish-plans-multi-gigawatt-data-center-park-outside-dfw-texas/
Sailfish Investors Social Circle,Sailfish Investors,Sailfish Investors,announced,2024-11-20,GA,Social Circle,33.65623,-83.71823,,none,https://baxtel.com/data-center/sailfish-investors-social-circle-ga
Sailfish Investors Tolar,Sailfish Investors,Sailfish Investors,announced,2025-01-22,TX,Tolar,32.38903,-97.92059,5000,low,https://www.datacenterdynamics.com/en/news/sailfish-plans-multi-gigawatt-data-center-park-outside-dfw-texas/
Sailfish Social Circle,Sailfish Investors,Sailfish Investors,announced,2024-11-20,GA,Social Circle,33.65623,-83.71823,,none,https://baxtel.com/data-center/sailfish-investors-social-circle-ga
Scannell Technology Park,Scannell Properties,,announced,2025-10-27,MN,Monticello,45.30552,-93.79414,150,medium,https://www.datacenterdynamics.com/en/news/two-data-center-projects-planned-for-monticello-minnesota/
Scannell Technology Park Building 1,Scannell Properties,,announced,2025-10-27,MN,Monticello,45.30552,-93.79414,,none,https://baxtel.com/data-center/monticello-tech-park
Scannell Technology Park Building 2,Scannell Properties,,announced,2025-10-27,MN,Monticello,45.30552,-93.79414,,none,https://www.datacentermap.com/usa/minnesota/minneapolis/scannell-technology-park-building-1/
Scannell Technology Park Building 3,Scannell Properties,,announced,2025-10-27,MN,Monticello,45.30552,-93.79414,,none,https://www.datacentermap.com/usa/minnesota/minneapolis/scannell-technology-park-building-1/
Scannell Technology Park Building 4,Scannell Properties,,announced,2025-10-27,MN,Monticello,45.30552,-93.79414,,none,https://www.datacentermap.com/usa/minnesota/minneapolis/scannell-technology-park-building-1/
Sentinel Data Centers,Sentinel Data Centers,Sentinel Data Centers,operational,2025-01-01,NJ,Morris County,40.86203,-74.54444,,none,https://sentineldatacenters.com/
Sentinel Data Centers Chapel Hill,Sentinel Data Centers,Sentinel Data Centers,operational,2025-01-01,NC,Chapel Hill,35.9132,-79.05584,,none,https://sentineldatacenters.com/
Sentinel Data Centers Denver,Sentinel Data Centers,Sentinel Data Centers,operational,2025-01-01,CO,Denver,39.76204,-104.87635,,none,https://sentineldatacenters.com/
Sentinel Data Centers Henrico,Sentinel Data Centers,Sentinel Data Centers,operational,2025-01-01,VA,Henrico,36.59264,-78.61611,,none,https://sentineldatacenters.com/
Serverfarm,Serverfarm/Manulife,Serverfarm,operational,2025-01-01,CA,Los Angeles,34.19801,-118.26102,,none,https://www.serverfarm.com/
Serverfarm Atlanta,Serverfarm/Manulife,Serverfarm,operational,2023-01-01,GA,Atlanta,33.749,-84.38798,,none,https://www.serverfarm.com/
Serverfarm Chicago,Serverfarm/Manulife,Serverfarm,operational,2023-01-01,IL,Chicago,41.85003,-87.65005,,none,https://www.serverfarm.com/
Serverfarm Houston,Serverfarm/Manulife,Serverfarm,operational,2023-01-01,TX,Houston,31.31773,-95.42268,,none,https://www.serverfarm.com/
Serverfarm Los Angeles,Serverfarm/Manulife,Serverfarm,operational,2023-01-01,CA,Los Angeles,34.19801,-118.26102,,none,https://www.serverfarm.com/
Serverfarm Moses Lake,Serverfarm/Manulife,Serverfarm,operational,2023-01-01,WA,Moses Lake,47.13014,-119.27808,,none,https://www.serverfarm.com/
Serverfarm Northern Virginia,Serverfarm/Manulife,Serverfarm,operational,2023-01-01,VA,Ashburn,39.04372,-77.48749,,none,https://www.serverfarm.com/
Servistar Westfield Data Center Campus,Servistar Realties LLC,Servistar Realties LLC,announced,2025-08-22,MA,Westfield,42.12509,-72.74954,,none,https://www.nbcboston.com/news/local/massive-multi-billion-dollar-data-center-campus-planned-in-western-massachusetts/3795016/
Shaytura Piqua Data Center,J5 LLC (Shaytura LLC),J5 LLC (Shaytura LLC),permitting,2025-11-12,OH,Piqua,40.14477,-84.24244,,none,https://www.datacenterdynamics.com/en/news/data-center-project-coming-to-piqua-ohio/
Southeast Data Center campus,QTS Realty Trust,QTS Data Centers,under_construction,,GA,Fayetteville,33.44873,-84.45493,250,low,https://www.interconnection.fyi/data-center/project/southeast-data-center-campus-8655b406
STACK ATL01,STACK Infrastructure,STACK Infrastructure,operational,,GA,Alpharetta,34.07538,-84.29409,20,high,https://www.stackinfra.com/locations/americas/atlanta/atl01/
STACK ATL02,STACK Infrastructure,STACK Infrastructure,under_construction,2023-10-16,GA,Lithia Springs,33.794,-84.66049,48,high,https://www.datacenterdynamics.com/en/news/stack-files-to-build-two-data-centers-outside-atlanta-georgia/
STACK CHI01,STACK Infrastructure,STACK Infrastructure,operational,,IL,Elk Grove Village,42.00392,-87.97035,40,high,https://www.stackinfra.com/locations/americas/chicago/chi01/
STACK CHI02,STACK Infrastructure,STACK Infrastructure,announced,2025-03-25,IL,Elk Grove Village,42.00392,-87.97035,36,high,https://www.stackinfra.com/about/news-press/press-releases/stack-infrastructure-announces-new-36mw-data-center-in-chicago/
STACK DFW01,STACK Infrastructure,STACK Infrastructure,operational,,TX,Plano,33.01984,-96.69889,80,high,https://www.stackinfra.com/locations/americas/dallas-fort-worth/dfw01/
STACK DFW02,STACK Infrastructure,STACK Infrastructure,under_construction,2024-04-30,TX,Lancaster,32.59208,-96.75611,500,high,https://www.datacenterdynamics.com/en/news/stack-plans-220mw-data-center-campus-in-dallas-texas/
STACK Loudoun County,STACK Infrastructure,STACK Infrastructure,announced,,VA,Arcola,38.95178,-77.53416,,,https://www.stackinfra.com/locations/americas/northern-virginia/
STACK Louisiana Bossier Parish,STACK Infrastructure,STACK Infrastructure,announced,2026-02-23,LA,Bossier City,32.51599,-93.73212,,,https://www.stackinfra.com/about/news-press/press-releases/stack-infrastructure-announces-data-center-developments-supporting-economic-growth-in-louisiana/
STACK Louisiana Caddo Parish,STACK Infrastructure,STACK Infrastructure,announced,2026-02-23,LA,Shreveport,32.52515,-93.75018,,,https://www.stackinfra.com/about/news-press/press-releases/stack-infrastructure-announces-data-center-developments-supporting-economic-growth-in-louisiana/
STACK NAL01,STACK Infrastructure,STACK Infrastructure,operational,,OH,New Albany,40.08117,-82.80879,60,high,https://www.stackinfra.com/locations/americas/new-albany/nal01/
STACK NVA01,STACK Infrastructure,STACK Infrastructure,operational,,VA,Sterling,39.00622,-77.4286,18,high,https://www.stackinfra.com/wp-content/uploads/2021/02/NVA01_Property_Overview.pdf
STACK NVA02,STACK Infrastructure,STACK Infrastructure,operational,,VA,Manassas,38.75095,-77.47527,420,high,https://www.stackinfra.com/wp-content/uploads/2023/12/NVA02_Campus_120523.pdf
STACK NVA04,STACK Infrastructure,STACK Infrastructure,under_construction,,VA,Ashburn,39.04372,-77.48749,72,high,https://www.datacentermap.com/usa/virginia/sterling/stack-infrastructure-nva04b/
STACK NVA05,STACK Infrastructure,STACK Infrastructure,under_construction,2025-01-14,VA,Manassas,38.75095,-77.47527,200,high,https://www.stackinfra.com/about/news-press/press-releases/stack-secures-900-million-in-green-financing-in-northern-virginia/
STACK NVA06,STACK Infrastructure,STACK Infrastructure,under_construction,2024-01-10,VA,Leesburg,39.11566,-77.5636,72,high,https://www.stackinfra.com/about/news-press/press-releases/stack-infrastructure-adds-72mw-northern-virginia-data-center-campus-in-loudoun-county/
STACK PHX01,STACK Infrastructure,STACK Infrastructure,operational,,AZ,Avondale,33.4356,-112.3496,225,medium,https://www.datacentermap.com/usa/arizona/phoenix/stack-infrastructure-phx01b/
STACK PHX02,STACK Infrastructure,STACK Infrastructure,under_construction,,AZ,Phoenix,33.44838,-112.07404,250,high,https://www.stackinfra.com/locations/americas/phoenix/phx02/
STACK POR01,STACK Infrastructure,STACK Infrastructure,operational,,OR,Hillsboro,45.52289,-122.98983,36,medium,https://www.stackinfra.com/locations/americas/portland/
STACK POR02,STACK Infrastructure,STACK Infrastructure,operational,,OR,Hillsboro,45.52289,-122.98983,24,medium,https://www.stackinfra.com/locations/americas/portland/
STACK POR03,STACK Infrastructure,STACK Infrastructure,operational,2022-07-20,OR,Hillsboro,45.52289,-122.98983,200,high,https://www.stackinfra.com/about/news-press/press-releases/recent-land-purchase-will-increase-stack-infrastructures-flagship-portland-campus-to-200mw/
STACK STC,STACK Infrastructure,STACK Infrastructure,announced,2025-01-16,VA,Stafford,38.4207,-77.45743,1100,high,https://www.stackinfra.com/about/news-press/press-releases/stack-infrastructure-announces-landmark-1gw-stafford-technology-campus-in-northern-virginia/
STACK SVY01,STACK Infrastructure,STACK Infrastructure,operational,2024-03-26,CA,San Jose,37.33939,-121.89496,100,high,https://www.stackinfra.com/about/news-press/press-releases/stack-infrastructure-breaks-ground-on-expansion-of-100mw-campus-in-heart-of-silicon-valley/
STACK SVY02,STACK Infrastructure,STACK Infrastructure,operational,,CA,Santa Clara,37.23249,-121.69627,48,high,https://www.stackinfra.com/locations/americas/silicon-valley/
Stargate,OpenAI/SoftBank/Oracle,OpenAI/SoftBank/Oracle,operational,2025-09-24,TX,Abilene,32.44874,-99.73314,7000,high,https://www.group.softbank/en/news/press/20250924
Stargate Abilene,Crusoe/Vantage/Lancium,Lancium,operational,2025-09-01,TX,Abilene,32.44874,-99.73314,1200,high,https://www.group.softbank/en/news/press/20250924
Stargate Abilene TX,Crusoe Energy,Oracle,operational,2025-09-01,TX,Abilene,32.44874,-99.73314,1200,high,https://epoch.ai/blog/openai-stargate-where-the-us-sites-stand
Stargate Doña Ana County,Oracle,Oracle,announced,2025-09-24,NM,Doña Ana County,32.35268,-106.8328,,none,https://www.group.softbank/en/news/press/20250924
Stargate Doña Ana County NM (Project Jupiter),STACK Infrastructure (Blue Owl),Oracle,under_construction,2026-01-01,NM,Doña Ana County,32.35268,-106.8328,2200,medium,https://epoch.ai/blog/openai-stargate-where-the-us-sites-stand
Stargate Lordstown,SoftBank/OpenAI,SoftBank,under_construction,2025-10-28,OH,Lordstown,41.16561,-80.85758,750,low,https://businessjournaldaily.com/preparation-work-begins-on-lordstown-data-center/
Stargate Lordstown OH,SoftBank/Foxconn,SoftBank,under_construction,2025-09-23,OH,Lordstown,41.16561,-80.85758,300,low,https://baxtel.com/data-center/openai-stargate-lordstown-campus
Stargate Milam County,SoftBank/SB Energy,SoftBank,announced,2025-09-24,TX,Milam County,30.78634,-96.97685,750,low,https://www.group.softbank/en/news/press/20250924
Stargate Milam County TX,SB Energy (SoftBank),SoftBank,under_construction,2025-09-23,TX,Milam County,30.78634,-96.97685,1200,medium,https://group.softbank/en/news/press/20250924
Stargate Port Washington,Oracle,Oracle,announced,2025-09-24,WI,Port Washington,43.38722,-87.87564,,none,https://www.group.softbank/en/news/press/20250924
Stargate Port Washington WI (Lighthouse),Vantage Data Centers,Oracle,under_construction,2025-10-22,WI,Port Washington,43.38722,-87.87564,1000,high,https://vantage-dc.com/news/openai-oracle-and-vantage-data-centers-announce-stargate-data-center-site-in-wisconsin/
Stargate Project,OpenAI/SoftBank/Oracle,OpenAI/SoftBank/Oracle,operational,2025-09-24,TX,Abilene,32.44874,-99.73314,7000,high,https://www.group.softbank/en/news/press/20250924
Stargate Saline Township,Oracle,Oracle,announced,2025-09-24,MI,Saline Township,42.12381,-83.83478,,none,https://www.group.softbank/en/news/press/20250924
Stargate Saline Township MI (The Barn),Related Digital,Oracle,under_construction,2025-10-30,MI,Saline Township,42.12381,-83.83478,1400,high,https://www.related-digital.com/news/openai-oracle-and-related-digital-announce-stargate-data-center-site-in-michigan
Stargate Shackelford County,Oracle/Vantage,Oracle,announced,2025-09-24,TX,Shackelford County,32.73597,-99.35407,1400,low,https://www.group.softbank/en/news/press/20250924
Stargate Shackelford County TX,Vantage Data Centers,Oracle,under_construction,2025-12-01,TX,Shackelford County,32.73597,-99.35407,1400,high,https://www.datacenterdynamics.com/en/news/vantage-breaks-ground-on-texas-gigawatt-data-center-campus-for-openai/
Starwood Digital Ventures Delaware City,Starwood Digital Ventures,Starwood Digital Ventures,rejected,2026-03-26,DE,Delaware City,39.57775,-75.58945,1200,medium,https://www.delawareonline.com/story/news/local/2026/03/26/delaware-largest-data-center-proposal-takes-another-blow/89287953007/
Starwood Digital Ventures MARA,Starwood Digital Ventures/MARA,Starwood Digital Ventures,announced,2026-02-26,TX,,,,2500,low,https://ir.mara.com/news-events/press-releases/detail/1416/mara-announces-strategic-partnership-with-starwood-to-accelerate-delivery-of-cutting-edge-hyperscale-enterprise-and-ai-capable-digital-infrastructure
Stonewall Tell Data Center,RSC Investment Management,,permitting,2025-01-06,GA,Union City,33.58706,-84.54243,Union City,,|low|https://www.datacenterdynamics.com/en/news/19-million-sq-ft-data-center-campus-proposed-outside-atlanta-georgia/
Strata Expanse AI Center of Excellence,Strata Expanse/RAVEL/Supermicro,Strata Expanse,under_construction,2025-12-19,OH,Ironton,38.53675,-82.68294,,none,https://ravelinc.com/press/strata-expanse-ravel-announce-ai-center-of-excellence/
Stream Data Centers Atlanta,Stream Data Centers,Stream Data Centers,announced,2025-01-01,GA,Atlanta,33.749,-84.38798,100,low,https://www.streamdatacenters.com/locations/
Stream Data Centers Austin I,Stream Data Centers,Stream Data Centers,operational,2019-01-01,TX,Austin,29.88702,-96.27791,6,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Stream Data Centers Chicago Campus,Stream Data Centers,Stream Data Centers,under_construction,2025-01-01,IL,Elk Grove Village,42.00392,-87.97035,50,low,https://www.streamdatacenters.com/locations/
Stream Data Centers Chicago I,Stream Data Centers,Stream Data Centers,operational,2015-01-01,IL,Elk Grove Village,42.00392,-87.97035,8,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Stream Data Centers Chicago II,Stream Data Centers,Stream Data Centers,operational,2017-01-01,IL,Elk Grove Village,42.00392,-87.97035,8,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Stream Data Centers Dallas Campus,Stream Data Centers,Stream Data Centers,under_construction,2025-01-01,TX,Wilmer,32.58902,-96.68527,140,medium,https://www.streamdatacenters.com/locations/
Stream Data Centers Denver,Stream Data Centers,Stream Data Centers,operational,2021-01-01,CO,Westminster,39.83665,-105.0372,8,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Stream Data Centers DFW III,Stream Data Centers,Stream Data Centers,operational,2013-01-01,TX,Plano,33.01984,-96.69889,8,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Stream Data Centers DFW V,Stream Data Centers,Stream Data Centers,operational,2015-01-01,TX,Richardson,32.94818,-96.72972,8,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Stream Data Centers DFW VI,Stream Data Centers,Stream Data Centers,operational,2016-01-01,TX,Plano,33.01984,-96.69889,8,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Stream Data Centers DFW VII,Stream Data Centers,Stream Data Centers,operational,2018-01-01,TX,Garland,32.91262,-96.63888,8,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Stream Data Centers DFW VIII-X,Stream Data Centers,Stream Data Centers,under_construction,2024-01-01,TX,Wilmer,32.58902,-96.68527,120,medium,https://www.streamdatacenters.com/locations/
Stream Data Centers DFWA-1,Stream Data Centers,Stream Data Centers,operational,2020-01-01,TX,Garland,32.91262,-96.63888,16,medium,https://www.streamdatacenters.com/
Stream Data Centers Houston I,Stream Data Centers,Stream Data Centers,operational,2012-01-01,TX,The Woodlands,30.15799,-95.48938,7.8,high,https://www.streamdatacenters.com/locations/
Stream Data Centers Minneapolis I,Stream Data Centers,Stream Data Centers,operational,2015-01-01,MN,Chaska,44.78941,-93.60218,8,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Stream Data Centers Minneapolis II,Stream Data Centers,Stream Data Centers,operational,2018-01-01,MN,Chaska,44.78941,-93.60218,8,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Stream Data Centers NOVA I-II,Stream Data Centers,Stream Data Centers,operational,2021-01-01,VA,Chantilly,38.89428,-77.4311,80,medium,https://www.streamdatacenters.com/locations/nova-i-ii/
Stream Data Centers Phoenix,Stream Data Centers,Stream Data Centers,operational,2017-01-01,AZ,Goodyear,33.43532,-112.35821,280,high,https://www.streamdatacenters.com/locations/
Stream Data Centers San Antonio I,Stream Data Centers,Stream Data Centers,operational,2011-01-01,TX,San Antonio,29.42412,-98.49363,8,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Stream Data Centers San Antonio II,Stream Data Centers,Stream Data Centers,operational,2018-01-01,TX,San Antonio,29.42412,-98.49363,10.8,high,https://www.streamdatacenters.com/locations/
Stream Data Centers San Antonio III-VII,Stream Data Centers,Stream Data Centers,under_construction,2024-01-01,TX,San Antonio,29.42412,-98.49363,200,high,https://www.streamdatacenters.com/locations/
Stream Data Centers Santa Clara I-II,Stream Data Centers,Stream Data Centers,operational,2008-01-01,CA,Santa Clara,37.23249,-121.69627,8,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Stream Data Centers Santa Clara III,Stream Data Centers,Stream Data Centers,operational,2012-01-01,CA,Santa Clara,37.23249,-121.69627,8,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Stream Data Centers Santa Clara IV,Stream Data Centers,Stream Data Centers,operational,2014-01-01,CA,Santa Clara,37.23249,-121.69627,8,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Stream Data Centers Santa Clara V,Stream Data Centers,Stream Data Centers,operational,2016-01-01,CA,Newark,37.52966,-122.04024,8,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Stream Data Centers Santa Clara VI,Stream Data Centers,Stream Data Centers,operational,2019-01-01,CA,Santa Clara,37.23249,-121.69627,8,low,https://www.datacenters.com/providers/stream-data-centers/data-center-locations
Summit Data Centers Ashburn,Summit Data Centers,Summit Data Centers,operational,2025-01-01,VA,Ashburn,39.04372,-77.48749,,none,https://www.summitdatacenters.com/
Summit Data Centers Atlanta,Summit Data Centers,Summit Data Centers,operational,2025-01-01,GA,Atlanta,33.749,-84.38798,,none,https://www.summitdatacenters.com/
Summit Data Centers Chicago,Summit Data Centers,Summit Data Centers,operational,2025-01-01,IL,Chicago,41.85003,-87.65005,,none,https://www.summitdatacenters.com/
Summit Data Centers Denver,Summit Data Centers,Summit Data Centers,operational,2025-01-01,CO,Denver,39.76204,-104.87635,,none,https://www.summitdatacenters.com/
Summit Data Centers San Jose,Summit Data Centers,Summit Data Centers,operational,2025-01-01,CA,San Jose,37.33939,-121.89496,,none,https://www.summitdatacenters.com/
Summit Data Centers Seattle,Summit Data Centers,Summit Data Centers,operational,2025-01-01,WA,Seattle,47.60621,-122.33207,,none,https://www.summitdatacenters.com/
