lab_name,model_name,release_date,context_window_tokens,input_cost_usd_per_1m,output_cost_usd_per_1m,throughput_tokens_per_sec,swe_bench_verified_pct,mmlu_pct,weights,status,source_url,notes
Alibaba,Qwen3-1.7B,2025-04-28,32768,N/A,N/A,N/A,N/A,55,open,active,https://huggingface.co/Qwen/Qwen3-1.7B,Dense. 32K context. Apache 2.0. ```
Alibaba,Qwen3-14B,2025-04-28,131072,0.08,0.08,N/A,N/A,80,open,active,https://huggingface.co/Qwen/Qwen3-14B,Dense. 128K context. Apache 2.0. ```
Alibaba,Qwen3-235B-A22B,2025-04-28,131072,0.45,1.82,65,N/A,83.7,open,active,https://huggingface.co/Qwen/Qwen3-235B-A22B,"Flagship MoE. 235B total, 22B active. 128K context (256K in later update). MMLU-Pro: 83.7. Apache 2.0. Matches DeepSeek-R1. ```"
Alibaba,Qwen3-30B-A3B,2025-04-28,131072,0.15,0.6,45,N/A,82.2,open,active,https://huggingface.co/Qwen/Qwen3-30B-A3B,"MoE. 30B total, 3B active. 128K context. MMLU-Pro: 82.2. Apache 2.0. ```"
Alibaba,Qwen3-32B,2025-04-28,131072,0.29,0.59,45,N/A,82.2,open,active,https://huggingface.co/Qwen/Qwen3-32B,Dense. 128K context. MMLU-Pro ~82.2. Apache 2.0. ```
Alibaba,Qwen3-4B,2025-04-28,32768,N/A,N/A,N/A,N/A,68,open,active,https://huggingface.co/Qwen/Qwen3-4B,Dense. 32K context. Outperforms earlier 72B models on programming. Apache 2.0. ```
Alibaba,Qwen3-8B,2025-04-28,131072,0.03,0.03,N/A,N/A,75,open,active,https://huggingface.co/Qwen/Qwen3-8B,Dense. 128K context. Apache 2.0. Good for everyday dev work self-hosting (~$0.5/hour on RTX 4090). ```
NVIDIA,Llama-3.1-Nemotron-Nano 8B,2025-05-01,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://build.nvidia.com/nvidia/llama-3_1-nemotron-nano-8b-v1,Part of Llama Nemotron Collection. Efficient small model for edge deployment. Released May 2025. 8B parameters. Post-trained from Llama 3.1 8B. NVIDIA Open Model License. Source: https://www.interconnects.ai/p/why-nvidia-builds-open-models-with
OpenAI,codex (codex-1),2025-05-06,256000,5,15,30,72,N/A,closed,active,https://openai.com/index/introducing-codex/,"Cloud-based coding agent. Runs in sandboxed environment. No internet access. Can read/write files, execute code. Available via ChatGPT and API. codex-mini is the CLI-optimized variant."
OpenAI,codex-mini,2025-05-06,256000,1.5,6,60,65,N/A,closed,active,https://openai.com/index/introducing-codex/,Lightweight version for Codex CLI. Optimized for local terminal use. Faster and cheaper than codex-1.
Mistral AI,Mistral Medium 3,2025-05-07,131000,0.4,2,N/A,N/A,N/A,closed,active,https://mistral.ai/news/mistral-medium-3,"Frontier-class dense language model optimized for enterprise. Multimodal (text+image). 8x cheaper than leading alternatives. Strong in coding, STEM reasoning."
Ant Group,Ling-Lite-1.5,2025-05-10,8192,N/A,N/A,N/A,N/A,N/A,open,active,https://github.com/inclusionAI/Ling,Significant reasoning improvement over Ling-Lite. ```
ByteDance,Seed-1.5-VL,2025-05-15,128000,N/A,N/A,N/A,N/A,N/A,closed,deprecated,https://seed.bytedance.com,20B active parameters. Multimodal. Strong visual reasoning and video understanding. Proprietary. ```
Google DeepMind,MedGemma 4B,2025-05-20,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://ai.google.dev/gemma/docs/releases,"Medical-domain Gemma. Released May 20, 2025. 4B and 27B sizes. MedGemma 27B multimodal released July 9, 2025. MedGemma 1.5 (4B) released January 13, 2026. Source: https://ai.google.dev/gemma/docs/releases"
Mistral AI,Devstral,2025-05-21,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://timelines.issarice.com/wiki/Timeline_of_Mistral_AI,24B parameters. Open-source SWE agent model. Designed for full agentic software development. Outperformed GPT-4.1-mini on SWE benchmarks by 20%+. Apache 2.0.
Mistral AI,Devstral Small,2025-05-21,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://docs.mistral.ai/getting-started/changelog,Smaller Devstral variant. Released alongside original Devstral.
Anthropic,Claude Opus 4,2025-05-22,200000,15,75,N/A,72.5,N/A,closed,deprecated,https://platform.claude.com/docs/en/release-notes/overview,"Claude 4 generation launch. Major coding gains, SWE-bench leadership at 72.5%. Extended thinking capabilities. 1M token context window in public beta (Aug 2025). Retiring June 15, 2026."
Anthropic,Claude Sonnet 4,2025-05-22,200000,3,15,N/A,N/A,N/A,closed,deprecated,https://platform.claude.com/docs/en/release-notes/overview,"Balanced model in Claude 4 family. Extended thinking capabilities. 1M token context beta from August 2025. Improved ""computer use"" support. Retiring June 15, 2026."
DeepSeek,DeepSeek-R1-0528,2025-05-28,128000,0.28,0.42,N/A,57.6,89.7,open,active,https://huggingface.co/deepseek-ai/DeepSeek-R1-0528,"Major R1 update with ~2x longer CoT (23K vs 12K tokens). AIME 2025: 87.5% (up from 70%). AIME 2024: 91.4%. LiveCodeBench: 73.3%. SWE-bench Verified: 57.6%. GPQA-Diamond: 81.0%. HLE: 17.7%. Codeforces: ~1930 rating. Improved JSON function calling and ""vibe coding"" experience."
Moonshot AI,Kimi-Dev,2025-06-01,128000,N/A,N/A,45,68,N/A,open,active,https://www.moonshot.ai/,72B parameter coding-focused model. Based on Qwen2.5-72B. State-of-the-art among open-source on SWE-bench Verified. Specialized for software engineering.
Zhipu AI,GLM-4.5-X,2025-06-01,131000,2.2,8.9,N/A,N/A,N/A,closed,active,https://docs.z.ai/guides/overview/pricing,"High-performance flagship variant. Enhanced reasoning, ultra-fast response. 355B MoE, 32B active. Premium pricing tier."
Mistral AI,Magistral Medium,2025-06-10,128000,2,5,N/A,N/A,N/A,closed,active,https://docs.mistral.ai/getting-started/changelog,"Mid-tier reasoning model with transparent chain-of-thought. MMLU-Pro 0.8, GPQA 0.7, AIME 0.7. Reasoning model comparable to larger alternatives."
Mistral AI,Magistral Small,2025-06-10,128000,0.5,1.5,N/A,N/A,N/A,closed,active,https://docs.mistral.ai/getting-started/changelog,Small reasoning model with transparent chain-of-thought capabilities. Multilingual complex problem-solving.
Google DeepMind,Gemini 2.5 Flash,2025-06-17,1000000,0.3,2.5,N/A,N/A,N/A,closed,active,https://ai.google.dev/gemini-api/docs/changelog,"First stable 2.5 Flash model. Released June 17, 2025. Successor to 2.0 Flash. 1M token context. Pricing: $0.30/1M input, $2.50/1M output. Image generation capability. Preview version (04-17) deprecated July 15, 2025. Source: https://epoch.ai/models/gemini-2-5-flash-jun-2025"
MiniMax,MiniMax-M1-40k,2025-06-17,1000000,N/A,N/A,N/A,N/A,N/A,open,active,https://huggingface.co/collections/MiniMaxAI/minimax-m1,"First open-weight, large-scale hybrid-attention reasoning model. 456B total, 45.9B active. 40K thinking budget. Lightning Attention for efficient test-time compute. CISPO RL algorithm. RL training on 512 H800 GPUs in 3 weeks, $534,700 cost. SWE-bench Verified: 56.0%. AIME 2024: 86.0%. TAU-bench airline: 62.0%. OpenAI-MRCR 128K: 73.4%."
MiniMax,MiniMax-M1-80k,2025-06-17,1000000,N/A,N/A,N/A,N/A,N/A,open,active,https://huggingface.co/collections/MiniMaxAI/minimax-m1,"80K thinking budget variant. Full RL training completion. Stronger than 40k on complex reasoning. Paper: arXiv:2506.13585 (Jun 16, 2025)."
Mistral AI,Mistral Small 3.2,2025-06-20,128000,0.1,0.3,150,N/A,80.5,open,active,https://artificialanalysis.ai/models/mistral-small-3-2,"Refinement of Small 3.1. Improved instruction following (84.78% vs 82.75%), reduced repetition errors, better function calling. MMLU 80.50%. HumanEval Plus 92.90%."
Google DeepMind,Gemma 3n E4B,2025-06-26,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://ai.google.dev/gemma/docs/releases,"""Nano"" variants of Gemma 3. Released June 26, 2025. E2B and E4B sizes. Efficient parameter management technology. Source: https://ai.google.dev/gemma/docs/releases"
Zhipu AI,GLM-4.1V-9B-Thinking,2025-07-02,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://github.com/zai-org/GLM-4,"Thinking/reasoning variant of GLM-4.1V. Released July 2, 2025."
xAI,Grok-4,2025-07-09,256000,3,15,43,N/A,91,closed,active,https://x.ai/blog/grok-4,Always-on reasoning model. Native tool use. Real-time X/web search. Grok 4 Heavy achieves 50% on Humanity's Last Exam. Intelligence Index 41.5. LiveCodeBench 81.9%.
xAI,Grok-4-reasoning,2025-07-09,2000000,0.2,0.5,60,N/A,91.5,closed,active,https://docs.x.ai/,Reasoning-focused variant with massive 2M context window. Very aggressive pricing ($0.20/$0.50).
Mistral AI,Devstral Medium,2025-07-10,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://docs.mistral.ai/getting-started/changelog,Medium-sized Devstral for improved agentic coding performance.
Mistral AI,Devstral Small 1.1,2025-07-10,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://docs.mistral.ai/getting-started/changelog,Updated Devstral Small. Released alongside Devstral Medium.
Moonshot AI,Kimi K2,2025-07-11,128000,0.6,2.5,40,N/A,87.8,open,active,https://huggingface.co/moonshotai/Kimi-K2-Instruct,"1 trillion parameters, 32 billion active (MoE with 384 experts, 8 selected per token). Released under Modified MIT License (open-weight). 15.5 trillion training tokens. MuonClip optimizer for training stability. Agentic intelligence focus. MMLU-Redux 90.2%."
Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,256000,0.45,1.82,65,N/A,84.4,open,active,https://github.com/QwenLM/Qwen3,"Updated version with 256K context. 1M token support announced Aug 8, 2025. ```"
Alibaba,Qwen3-Coder-30B-A3B-Instruct,2025-07-22,262144,0.04,0.16,N/A,N/A,N/A,open,active,https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct,"Smaller Coder variant. 30B total, 3B active. Apache 2.0. ```"
Alibaba,Qwen3-Coder-480B-A35B-Instruct,2025-07-22,262144,0.22,1,67.6,N/A,N/A,open,active,https://huggingface.co/Qwen/Qwen3-Coder-480B-A35B-Instruct,"480B total, 35B active (160 experts, 8 activated). 256K context (extendable to 1M). Terminal-Bench 2: 35.9%. IFBench: 40.5%. FP8 support. Best open-source coding model. Apache 2.0. ```"
Google DeepMind,Gemini 2.5 Flash-Lite,2025-07-22,1000000,0.1,0.4,N/A,N/A,N/A,closed,active,https://ai.google.dev/gemini-api/docs/changelog,"Released July 22, 2025. Successor to 2.0 Flash-Lite. Fastest, most cost-efficient 2.5 model. 1M token context. Pricing: $0.10/1M input, $0.40/1M output. Preview released June 17, 2025."
Mistral AI,Magistral Medium 1.1,2025-07-24,128000,2,5,N/A,N/A,N/A,closed,active,https://docs.mistral.ai/getting-started/changelog,Updated Magistral Medium. Retirement: 2025-11-30.
Mistral AI,Magistral Small 1.1,2025-07-24,128000,0.5,1.5,N/A,N/A,N/A,closed,active,https://docs.mistral.ai/getting-started/changelog,Updated Magistral Small. Retirement: 2025-11-30.
Zhipu AI,GLM-4.5,2025-07-25,131000,0.6,2.2,N/A,4,N/A,open,active,https://cloudprice.net/models/zhipu-glm-4-5,"355B MoE, 32B active. First major MoE architecture in GLM series. Strong agentic reasoning and tool-use. Integrated unification of code execution, logical reasoning, and agent behavior (July 28, 2025). Supports 98K output tokens. MIT license. Runs on 8x NVIDIA H20 chips. 1,398 HuggingFace likes."
Zhipu AI,GLM-4.5-Air,2025-07-25,131000,0.2,1.1,67.3,N/A,0.8,open,active,https://cloudprice.net/models/zhipu-glm-4-5-air,110B parameters. Compact MoE variant. Cost-effective while retaining strong agentic reasoning. 67.3 TPS. Can run on large MacBook M4 with 128GB. Intelligence Index: 23.2. Math Index: 80.7. MATH-500: 1.0. 599 HuggingFace likes.
ByteDance,Doubao-Seed-1.6-Thinking,2025-07-26,262144,0.11,1.1,N/A,N/A,N/A,closed,active,https://seed.bytedance.com,"Reasoning variant. 32K-128K: RMB 1.20/1M input, RMB 16/1M output. 128K-256K: RMB 2.40/1M input, RMB 24/1M output. Enhanced deep thinking for coding, mathematics, logic. ```"
Mistral AI,Codestral 2508,2025-07-30,256000,0.3,0.9,N/A,N/A,N/A,gated,active,https://docs.mistral.ai/getting-started/changelog,July 2025 Codestral update. 2.5x faster performance than predecessor. Supports 80+ programming languages.
Anthropic,Claude Opus 4.1,2025-08-05,200000,15,75,N/A,74.5,N/A,closed,deprecated,https://milvus.io/ai-quick-reference/when-was-claude-opus-41-officially-released,Incremental upgrade to Opus 4 focused on agentic tasks and real-world coding. SWE-bench Verified 74.5%. Hybrid reasoning model with thinking budgets. Max output 32K tokens. Knowledge cutoff March 2025.
OpenAI,gpt-5,2025-08-07,400000,1.25,10,58,74.9,90.5,closed,active,https://openai.com/gpt-5/,"Unified model with automatic routing between fast and thinking modes. 400K context (128K max output). Persistent memory across sessions. Multimodal (text, image, audio). Released alongside GPT-OSS open-weight models. 45% fewer hallucinations vs GPT-4o. MMMU 84.2%."
OpenAI,gpt-5-mini,2025-08-07,400000,0.25,2,120,62,86,closed,active,https://openai.com/gpt-5/,80% cheaper than GPT-5. Same context window. Optimized for speed.
OpenAI,gpt-5-nano,2025-08-07,400000,0.05,0.4,250,45,80,closed,active,https://openai.com/gpt-5/,Ultra-efficient variant. 96% cost reduction vs GPT-5. For basic tasks and high-volume apps.
OpenAI,gpt-oss-120b,2025-08-07,256000,N/A,N/A,N/A,N/A,81,open,active,https://openai.com/gpt-oss/,"120B parameter open-weight model. Apache 2.0 license. Strong performance across reasoning, coding, and STEM benchmarks. Can run on single server with 8x H100 GPUs."
OpenAI,gpt-oss-20b,2025-08-07,256000,N/A,N/A,N/A,N/A,72,open,active,https://openai.com/gpt-oss/,20B parameter open-weight model released alongside GPT-5. For research and commercial use. Designed to run on consumer hardware.
Zhipu AI,GLM-4.5V,2025-08-10,131000,0.6,1.8,N/A,N/A,N/A,closed,active,https://docs.z.ai/guides/overview/pricing,Vision variant of GLM-4.5. Multimodal capabilities. Released Aug 2025.
Mistral AI,Mistral Medium 3.1,2025-08-12,131000,0.4,2,N/A,N/A,N/A,closed,active,https://docs.mistral.ai/getting-started/changelog,"Improved reasoning, coding, STEM, and enterprise workflows. Better tone control for conversational and business applications."
ByteDance,Doubao-Seed-1.8,2025-09-01,256000,0.25,2,N/A,N/A,N/A,closed,active,https://cloudprice.net/models/bytedance-seed-1-8,64K max output tokens. Enhanced agent capabilities. Upgraded multimodal comprehension. Seed team's flagship model. ```
Alibaba,Qwen3-Max-Preview,2025-09-05,262144,0.861,3.441,N/A,N/A,N/A,closed,active,https://chat.qwen.ai,"1T+ parameters. Proprietary. Tiered pricing. Context caching. Fast responses reported. SuperGPQA, AIME25, LiveCodeBench v6, Arena-Hard v2 leader. ```"
Alibaba,Qwen3-Max-Thinking,2025-09-05,262144,1.2,6,N/A,69.6,N/A,closed,active,https://chat.qwen.ai,"Explicit chain-of-thought reasoning. AIME25: 100%. HMMT: 100%. HLE: 58.3. GPQA Diamond: 92.8. LiveCodeBench v6: 91.4. SWE-bench: 69.6. Half cost of GPT-5, 2.5x cheaper than Claude. ```"
Moonshot AI,Kimi K2-Instruct-0905,2025-09-09,256000,0.6,2.5,40,N/A,88,open,active,https://huggingface.co/moonshotai/Kimi-K2-Instruct,Updated K2 with 256K context window (up from 128K). Improved coding performance.
Mistral AI,Magistral Medium 1.2,2025-09-17,128000,2,5,N/A,N/A,N/A,closed,active,https://docs.mistral.ai/getting-started/changelog,Latest Magistral Medium update.
Mistral AI,Magistral Small 1.2,2025-09-17,128000,0.5,1.5,N/A,N/A,N/A,closed,active,https://docs.mistral.ai/getting-started/changelog,Latest Magistral Small update.
xAI,Grok-4-fast,2025-09-19,2000000,0.2,0.5,80,N/A,90.5,closed,active,https://docs.x.ai/,Fast variant with 2M context. Same aggressive pricing as Grok-4-reasoning.
Alibaba,Qwen3-Max,2025-09-23,262144,0.359,1.43,N/A,N/A,N/A,closed,active,https://chat.qwen.ai,Full release of trillion-parameter model. 1T+ parameters. Proprietary. ```
Alibaba,Qwen3-VL-235B-A22B,2025-09-23,256000,0.22,0.88,N/A,N/A,N/A,open,active,https://huggingface.co/Qwen/Qwen3-VL-235B-A22B,"Vision-language MoE. 235B total, 22B active. MMMU: 80.6. VideoMME: 83.8. ```"
Anthropic,Claude Sonnet 4.5,2025-09-29,200000,3,15,N/A,77.2,N/A,closed,active,https://www.mindstudio.ai/blog/claude-4-1/,State-of-the-art coding performance (77.2% SWE-bench Verified). Long-running agentic tasks �?? 30+ hours of coherent multi-step autonomy.
DeepSeek,DeepSeek-V3.2,2025-09-29,128000,0.28,0.42,30.7,N/A,88.5,open,active,https://api-docs.deepseek.com/quick_start/pricing,"Current flagship. 685B MoE, 37B active. Experimental release first, then promoted to stable. Unified pricing for both chat and reasoner modes as of Sep 29, 2025. 50% price reduction from V3.1. Supports 128K context, 8K output (chat), 64K output (reasoner). Sparse attention architecture. MATH-500: 90.2%. HumanEval: 82.6%. MMLU: 88.5. Gold medal level on 2025 IMO and IOI."
Ant Group,Ring-1T-Preview,2025-09-30,128000,N/A,N/A,N/A,N/A,N/A,open,deprecated,https://github.com/inclusionAI/Ling,"World's first open-source trillion-parameter thinking model. 1T total, 50B active parameters (MoE). Built on Ling 2.0 architecture. MIT license. ```"
Zhipu AI,GLM-4.6,2025-09-30,205000,0.6,2.2,N/A,N/A,N/A,open,deprecated,https://baike.baidu.com/en/item/GLM-4.6/1428092,"355B total parameters, 32B activated. 27% code generation improvement over GLM-4.5. Aligned with Claude Sonnet 4. 200K context window. Token efficiency +30%. First model with FP8+Int4 hybrid quantization on Cambricon chips. LMArena ranking: 4th overall, 1st among open-source models (Oct 2025). Tied for 1st domestically with Qwen3-Max-Preview. API price 1/7th of Claude. Served 760K enterprises."
Moonshot AI,Kimi Linear,2025-10-01,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://www.moonshot.ai/,48B MoE (3B active). Kimi Delta Attention architecture. Experimental model focused on attention mechanism efficiency.
Ant Group,Ling-1T,2025-10-09,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://github.com/inclusionAI/Ling,"Trillion-parameter non-thinking model. 1T total, 50B active (MoE). AIME 2025: 70.42%. ArtifactsBench: #1 among open-source models. BFCL V3: ~70%. FP8 training (largest known). Ling Scaling Law architecture. MIT license. ```"
Ant Group,Ling-flash-2.0,2025-10-09,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://github.com/inclusionAI/Ling,"Ling 2.0 series. Ling-flash-2.0: fast, efficient. Ling-mini-2.0: compact. Ring-flash-2.0: fast reasoning. Ring-mini-2.0: small-scale thinking. Ring-flash-linear-2.0: linear complexity for extended contexts. All MIT license. ```"
Ant Group,Ring-1T,2025-10-09,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://github.com/inclusionAI/Ling,"Full release of trillion-parameter reasoning model. 1T total, 50B active. Icepop (Popsicle) stable RL training. ASystem/AReaL framework. RLVR + RLHF training. Supports 128K context. MIT license. ```"
Anthropic,Claude Haiku 4.5,2025-10-15,200000,1,5,N/A,N/A,N/A,closed,active,https://developer.puter.com/ai/anthropic/claude-haiku-4-5/,"Speed/cost tier for 4.x generation. 200K context. Matches Sonnet 4 on coding benchmarks (73.3% SWE-bench). Max output 64K tokens. Knowledge cutoff Feb 28, 2025."
MiniMax,MiniMax-M2,2025-10-27,1000000,N/A,N/A,N/A,69.4,82,open,active,https://github.com/MiniMax-AI/MiniMax-M2,"230B total parameters, 10B active per token. Built for coding and agentic workflows. MoE with 256 experts. SWE-bench Verified: 69.4%. Multi-SWE-Bench: 36.2%. Terminal-Bench: 46.3%. ArtifactsBench: 66.8%. BrowseComp: 44%. GAIA text: 75.7%. HLE (w/tools): 31.8%. AA Intelligence Index: 61. AIME25: 78. MMLU-Pro: 82. GPQA-Diamond: 78. LiveCodeBench: 83. MIT license."
ByteDance,Doubao-Seed-Code,2025-11-11,256000,0.17,1.5,N/A,78.8,N/A,closed,active,https://www.volcengine.com,"Code-specialized model. 200+ languages. Visual input support. RMB 40/month standard (Lite plan), RMB 200/month Pro. 62.7% lower costs vs industry average. SWE-bench Verified: 78.8% (media-cited). ```"
OpenAI,gpt-5.1,2025-11-13,128000,1.25,10,70,68,89,closed,active,https://openai.com/,More conversational and adaptable model. Configurable reasoning effort. Best for coding and agentic workflows. Knowledge cutoff September 2024.
Google DeepMind,Gemini 3.0 Pro,2025-11-18,1000000,2,12,N/A,76.2,N/A,closed,deprecated,https://ai.google.dev/gemini-api/docs/changelog,"First Gemini 3.0 model. Released November 18, 2025. Built for agentic AI. ""Deep Think"" mode available. 1M token context (input), up to 64K output. SWE-bench Verified: 76.2% (per haimaker.ai). Pricing: $2.00/1M input (<=200K), $4.00/1M input (>200K); $12.00/1M output (<=200K), $18.00/1M output (>200K). Deprecated March 2026 in favor of 3.1 Pro. Source: https://www.devoteam.com/expert-view/gemini-3-pro-what-you-need-to-know-about-the-gemini-model-evolution/"
xAI,Grok-4.1-fast,2025-11-19,2000000,0.2,0.5,85,N/A,91,closed,active,https://docs.x.ai/,Updated fast variant. 2M context. Supports both reasoning and non-reasoning modes. xAI's most cost-efficient frontier model.
Anthropic,Claude Opus 4.5,2025-11-24,200000,5,25,N/A,80.9,N/A,closed,active,https://medium.com/@ZombieCodeKill/claude-opus-4-5-released-9e9bd9a32ad9,"First AI model to break 80% on SWE-bench Verified (80.9%). Best model for coding, agents, and computer use. ""Effort parameter"" lets developers balance performance vs. cost. 67% price reduction vs Opus 4 ($5 vs $15 input). Knowledge cutoff end of May 2025."
NVIDIA,Nemotron 3 Nano,2025-12-01,1000000,N/A,N/A,N/A,N/A,N/A,open,active,https://www.nvidia.com/en-us/ai-data-science/foundation-models/nemotron/,"Released December 2025. Hybrid MoE architecture. Up to 1M context window. 31.6B total / ~3.2B active parameters. 25T tokens. Released with recipes, code, and datasets. Nemotron 3 Super and Ultra planned for H1 2026. Nemotron Nano V2 VL (12B VLM) released November 2025. Nemtron Nano 2 (9B) released September 2025. Part of NVIDIA's expanded open model program. Source: https://www.interconnects.ai/p/why-nvidia-builds-open-models-with"
Mistral AI,Ministral 3 - 14B,2025-12-02,131000,0.15,0.15,N/A,N/A,N/A,open,active,https://docs.mistral.ai/getting-started/changelog,Ministral 3 family �?? 14B parameter multimodal model with vision capabilities. Achieves 85% on AIME'25 in reasoning variant. Apache 2.0.
Mistral AI,Ministral 3 - 3B,2025-12-02,128000,0.04,0.04,N/A,N/A,N/A,open,active,https://docs.mistral.ai/getting-started/changelog,"Ministral 3 family �?? updated 3B parameter model. Released alongside Mistral Large 3. Available in base, instruct, and reasoning variants."
Mistral AI,Ministral 3 - 8B,2025-12-02,262000,0.15,0.15,N/A,N/A,N/A,open,active,https://cloudprice.net/models/mistral-ministral-8b,Ministral 3 family �?? updated 8B parameter model with tool-use and vision support. 262K context window.
Mistral AI,Mistral Large 3,2025-12-02,256000,0.5,1.5,N/A,N/A,85.5,open,active,https://intuitionlabs.ai/articles/mistral-large-3-moe-llm-explained,41B active / 675B total parameters. Sparse MoE. Apache 2.0 license. 256K context window. MMLU 85.5% (8-language). HumanEval ~92% pass@1. GPQA Diamond ~43.9%. Can run on single 8x GPU node. API pricing $0.50/$1.50.
Zhipu AI,GLM-4.6V,2025-12-07,131000,0.3,0.9,N/A,N/A,N/A,closed,active,https://docs.z.ai/guides/overview/pricing,Vision variant of GLM-4.6. Released December 2025.
Mistral AI,Devstral 2,2025-12-09,256000,0.5,1.5,N/A,37.5,N/A,open,active,https://legal.mistral.ai/ai-governance/models/devstral-2,123B parameters. Next-generation coding model. SWE-bench Verified 37.5% (SWE-rebench). Apache 2.0. Released alongside Mistral Vibe CLI.
Mistral AI,Devstral Small 2,2025-12-09,128000,N/A,N/A,N/A,N/A,N/A,open,active,https://docs.mistral.ai/getting-started/changelog,24B parameters. Smaller Devstral 2 variant.
OpenAI,gpt-5.2,2025-12-11,256000,1.75,14,65,72,90,closed,active,https://openai.com/,"Reasoning model family (Instant, Thinking, Pro variants). Configurable reasoning effort from none to xHigh. GDPval 70.9%. ARC-AGI-2 52.9%. 410K context for some variants."
OpenAI,gpt-5.2-codex,2025-12-11,400000,1.75,14,80,75,89,closed,active,https://openai.com/,Coding-specialized variant of GPT-5.2. Agentic coding capabilities.
Google DeepMind,Gemini 3.0 Flash,2025-12-17,1000000,0.5,3,N/A,78,N/A,closed,active,https://ai.google.dev/gemini-api/docs/changelog,"Released December 17, 2025. Google's recommended default model. 1M token context. Max output 66K tokens (major upgrade from prior 8K). SWE-bench Verified: 78% (per haimaker.ai) �?? outperformed 3.0 Pro on this benchmark. Pricing: $0.50/1M input, $3.00/1M output. MMMU Pro: 81.2%. Source: https://medium.com/illuminations-mirror/google-launches-gemini-3-flash-faster-cheaper-and-better-than-2-5-pro-73bb24f2d91c"
MiniMax,MiniMax-M2.1,2025-12-22,1000000,N/A,N/A,N/A,74,N/A,open,active,https://github.com/MiniMax-AI/MiniMax-M2.1,Significant leap over M2. SWE-bench Verified: 74.0% (vs 69.4% M2). Multi-SWE-Bench: 49.4%. SWE-bench Multilingual: 72.5% (SOTA). Terminal-bench 2.0: 47.9%. Matches or exceeds Claude Sonnet 4.5 on many benchmarks. Polyglot programming mastery. VIBE benchmark: 88.6. Released with SWE-Review and OctoCodingBench benchmarks.
Zhipu AI,GLM-4.7,2025-12-22,205000,0.6,2.2,55,73.8,N/A,open,active,https://llm-stats.com/models/glm-4.7,"~400B parameters. 200K context, 128K max output. 55 TPS. AIME 2025: 95.7%. GPQA-Diamond: 85.7%. SWE-bench Verified: 73.8%. LiveCodeBench-v6: 84.9%. HLE (w/tools): 42.8%. LMArena Code Arena: #1 among open-source models. Thinking mode. Agentic coding optimized. 38% improvement over GLM-4.6 on HLE."
Zhipu AI,GLM-4.7-Flash,2025-12-22,205000,N/A,N/A,N/A,N/A,N/A,closed,active,https://docs.z.ai/guides/overview/pricing,Free tier variant of GLM-4.7. Limited-time promotion.
Zhipu AI,GLM-4.7-FlashX,2025-12-22,205000,0.07,0.4,N/A,N/A,N/A,closed,active,https://docs.z.ai/guides/overview/pricing,"Ultra-low-cost fast inference variant. $0.07/M input, $0.40/M output. Cached input: $0.01/M."
ByteDance,Doubao-Seed-1.6,2025-12-23,262144,0.25,2,N/A,N/A,N/A,closed,N/A,https://seed.bytedance.com/en/seed1_6,"MoE: 230B total, 23B active. AdaCoT (Adaptive Chain-of-Thought). 256K context. Multimodal (text, image, video). Supports 256K via LongCT training. ```"
ByteDance,Doubao-Seed-1.6-Flash,2025-12-23,262144,0.075,0.3,N/A,N/A,N/A,closed,active,https://seed.bytedance.com,Low-latency variant. Fast inference. Multimodal. 256K context. Visual capabilities comparable to global peers. ```
Google DeepMind,TranslateGemma 4B,2026-01-15,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://ai.google.dev/gemma/docs/releases,"Translation-specialized Gemma. Released January 15, 2026. 4B, 12B, 27B sizes. Source: https://ai.google.dev/gemma/docs/releases"
Moonshot AI,Kimi K2.5,2026-01-27,256000,0.6,2.5,55,76.8,89,open,active,https://www.moonshot.ai/,"1.04 trillion parameters, 32 billion active (MoE). Native multimodal (joint training on visual + text). 15 trillion training tokens. Agent Swarm (100 parallel agents). Four modes: Instant, Thinking, Agent, Agent Swarm. AIME 2025: 96.1%, GPQA-Diamond: 87.6%, LiveCodeBench: 85.0%. MIT license (modified). Price-performance leader among frontier models."
Anthropic,Claude Opus 4.6,2026-02-05,1000000,5,25,25,80.9,N/A,closed,active,https://www.anthropic.com/transparency,"1M token context window at standard pricing (no surcharge). Current flagship. Improved long-horizon reasoning. Max output 128K (sync API), up to 300K on Batch API. Knowledge cutoff May 2025. Extended thinking and adaptive thinking supported. Fast Mode at $30/$150 (6x premium)."
